ZIPCODE,STCOUNTYFP,CITY,STATE,COUNTYNAME
36091,1001,Verbena,AL,Autauga
36758,1001,Plantersville,AL,Autauga
36006,1001,Billingsley,AL,Autauga
36067,1001,Prattville,AL,Autauga
36701,1001,Selma,AL,Autauga
36003,1001,Autaugaville,AL,Autauga
36008,1001,Booth,AL,Autauga
36068,1001,Prattville,AL,Autauga
36022,1001,Deatsville,AL,Autauga
36703,1001,Selma,AL,Autauga
36749,1001,Jones,AL,Autauga
36066,1001,Prattville,AL,Autauga
36051,1001,Marbury,AL,Autauga
36502,1003,Atmore,AL,Baldwin
36507,1003,Bay minette,AL,Baldwin
36527,1003,Daphne,AL,Baldwin
36532,1003,Fairhope,AL,Baldwin
36561,1003,Orange beach,AL,Baldwin
36550,1003,Little river,AL,Baldwin
36564,1003,Point clear,AL,Baldwin
36579,1003,Stockton,AL,Baldwin
36526,1003,Daphne,AL,Baldwin
36551,1003,Loxley,AL,Baldwin
36555,1003,Magnolia springs,AL,Baldwin
36542,1003,Gulf shores,AL,Baldwin
36567,1003,Robertsdale,AL,Baldwin
36533,1003,Fairhope,AL,Baldwin
36576,1003,Silverhill,AL,Baldwin
36580,1003,Summerdale,AL,Baldwin
36547,1003,Gulf shores,AL,Baldwin
36559,1003,Montrose,AL,Baldwin
36562,1003,Perdido,AL,Baldwin
36549,1003,Lillian,AL,Baldwin
36577,1003,Spanish fort,AL,Baldwin
36511,1003,Bon secour,AL,Baldwin
36530,1003,Elberta,AL,Baldwin
36480,1003,Uriah,AL,Baldwin
36535,1003,Foley,AL,Baldwin
36574,1003,Seminole,AL,Baldwin
36536,1003,Foley,AL,Baldwin
36578,1003,Stapleton,AL,Baldwin
36017,1005,Clio,AL,Barbour
36016,1005,Clayton,AL,Barbour
36317,1005,Clopton,AL,Barbour
36072,1005,Eufaula,AL,Barbour
36311,1005,Ariton,AL,Barbour
36048,1005,Louisville,AL,Barbour
36053,1005,Midway,AL,Barbour
36374,1005,Skipperville,AL,Barbour
36027,1005,Eufaula,AL,Barbour
35115,1007,Montevallo,AL,Bibb
35184,1007,West blocton,AL,Bibb
36750,1007,Maplesville,AL,Bibb
36756,1007,Marion,AL,Bibb
35074,1007,Green pond,AL,Bibb
35042,1007,Centreville,AL,Bibb
35111,1007,Mc calla,AL,Bibb
35456,1007,Duncanville,AL,Bibb
36792,1007,Randolph,AL,Bibb
35080,1007,Helena,AL,Bibb
35188,1007,Woodstock,AL,Bibb
35034,1007,Brent,AL,Bibb
35035,1007,Brierfield,AL,Bibb
36793,1007,Lawley,AL,Bibb
35063,1009,Empire,AL,Blount
35146,1009,Springville,AL,Blount
35980,1009,Horton,AL,Blount
35013,1009,Allgood,AL,Blount
35126,1009,Pinson,AL,Blount
35097,1009,Locust fork,AL,Blount
35049,1009,Cleveland,AL,Blount
35172,1009,Trafford,AL,Blount
35957,1009,Boaz,AL,Blount
35031,1009,Blountsville,AL,Blount
35133,1009,Remlap,AL,Blount
35976,1009,Guntersville,AL,Blount
35016,1009,Arab,AL,Blount
35121,1009,Oneonta,AL,Blount
35079,1009,Hayden,AL,Blount
35180,1009,Warrior,AL,Blount
35952,1009,Altoona,AL,Blount
36029,1011,Fitzpatrick,AL,Bullock
36052,1011,Mathews,AL,Bullock
36089,1011,Union springs,AL,Bullock
36860,1011,Hurtsboro,AL,Bullock
36031,1011,Fort davis,AL,Bullock
36081,1011,Troy,AL,Bullock
36053,1011,Midway,AL,Bullock
36005,1011,Banks,AL,Bullock
36830,1011,Auburn,AL,Bullock
36071,1013,Rutledge,AL,Butler
36015,1013,Chapman,AL,Butler
36042,1013,Honoraville,AL,Butler
36474,1013,Red level,AL,Butler
36033,1013,Georgiana,AL,Butler
36456,1013,Mc kenzie,AL,Butler
36030,1013,Forest home,AL,Butler
36032,1013,Fort deposit,AL,Butler
36037,1013,Greenville,AL,Butler
36205,1015,Anniston,AL,Calhoun
36250,1015,Alexandria,AL,Calhoun
36204,1015,Anniston,AL,Calhoun
36253,1015,Bynum,AL,Calhoun
35096,1015,Lincoln,AL,Calhoun
35905,1015,Gadsden,AL,Calhoun
36206,1015,Anniston,AL,Calhoun
36277,1015,Weaver,AL,Calhoun
36260,1015,Eastaboga,AL,Calhoun
36207,1015,Anniston,AL,Calhoun
36272,1015,Piedmont,AL,Calhoun
36202,1015,Anniston,AL,Calhoun
36265,1015,Jacksonville,AL,Calhoun
36201,1015,Anniston,AL,Calhoun
36203,1015,Oxford,AL,Calhoun
36257,1015,De armanville,AL,Calhoun
36271,1015,Ohatchee,AL,Calhoun
36279,1015,Wellington,AL,Calhoun
36254,1015,Choccolocco,AL,Calhoun
36854,1017,Valley,AL,Chambers
36850,1017,Camp hill,AL,Chambers
36879,1017,Waverly,AL,Chambers
36852,1017,Cusseta,AL,Chambers
36276,1017,Wadley,AL,Chambers
36274,1017,Roanoke,AL,Chambers
36801,1017,Opelika,AL,Chambers
36863,1017,Lanett,AL,Chambers
36862,1017,Lafayette,AL,Chambers
36855,1017,Five points,AL,Chambers
35984,1019,Mentone,AL,Cherokee
35973,1019,Gaylesville,AL,Cherokee
35901,1019,Gadsden,AL,Cherokee
36275,1019,Spring garden,AL,Cherokee
35903,1019,Gadsden,AL,Cherokee
35983,1019,Leesburg,AL,Cherokee
35959,1019,Cedar bluff,AL,Cherokee
35961,1019,Collinsville,AL,Cherokee
35967,1019,Fort payne,AL,Cherokee
36272,1019,Piedmont,AL,Cherokee
35960,1019,Centre,AL,Cherokee
35115,1021,Montevallo,AL,Chilton
36091,1021,Verbena,AL,Chilton
36758,1021,Plantersville,AL,Chilton
36790,1021,Stanton,AL,Chilton
36006,1021,Billingsley,AL,Chilton
36750,1021,Maplesville,AL,Chilton
35045,1021,Clanton,AL,Chilton
36792,1021,Randolph,AL,Chilton
35040,1021,Calera,AL,Chilton
35046,1021,Clanton,AL,Chilton
35171,1021,Thorsby,AL,Chilton
36051,1021,Marbury,AL,Chilton
35085,1021,Jemison,AL,Chilton
36793,1021,Lawley,AL,Chilton
36915,1023,Needham,AL,Choctaw
36919,1023,Silas,AL,Choctaw
36910,1023,Jachin,AL,Choctaw
36916,1023,Pennington,AL,Choctaw
36908,1023,Gilbertown,AL,Choctaw
36913,1023,Melvin,AL,Choctaw
36912,1023,Lisman,AL,Choctaw
36921,1023,Toxey,AL,Choctaw
36558,1023,Millry,AL,Choctaw
36904,1023,Butler,AL,Choctaw
36922,1023,Ward,AL,Choctaw
36540,1025,Gainestown,AL,Clarke
36524,1025,Coffeeville,AL,Clarke
36751,1025,Lower peach tree,AL,Clarke
36727,1025,Campbell,AL,Clarke
36545,1025,Jackson,AL,Clarke
36446,1025,Fulton,AL,Clarke
36451,1025,Grove hill,AL,Clarke
36436,1025,Dickinson,AL,Clarke
36784,1025,Thomasville,AL,Clarke
36482,1025,Whatley,AL,Clarke
36251,1027,Ashland,AL,Clay
35089,1027,Kellyton,AL,Clay
36266,1027,Lineville,AL,Clay
36267,1027,Millerville,AL,Clay
36256,1027,Daviston,AL,Clay
36258,1027,Delta,AL,Clay
36255,1027,Cragford,AL,Clay
35072,1027,Goodwater,AL,Clay
35160,1027,Talladega,AL,Clay
36276,1027,Wadley,AL,Clay
36268,1027,Munford,AL,Clay
35082,1027,Hollins,AL,Clay
36264,1029,Heflin,AL,Cleburne
36269,1029,Muscadine,AL,Cleburne
36258,1029,Delta,AL,Cleburne
36207,1029,Anniston,AL,Cleburne
36272,1029,Piedmont,AL,Cleburne
36262,1029,Fruithurst,AL,Cleburne
36273,1029,Ranburne,AL,Cleburne
36261,1029,Edwardsville,AL,Cleburne
36268,1029,Munford,AL,Cleburne
36323,1031,Elba,AL,Coffee
36360,1031,Ozark,AL,Coffee
36079,1031,Troy,AL,Coffee
36322,1031,Daleville,AL,Coffee
36311,1031,Ariton,AL,Coffee
36453,1031,Kinston,AL,Coffee
36009,1031,Brantley,AL,Coffee
36351,1031,New brockton,AL,Coffee
36010,1031,Brundidge,AL,Coffee
36330,1031,Enterprise,AL,Coffee
36316,1031,Chancellor,AL,Coffee
36034,1031,Glenwood,AL,Coffee
36467,1031,Opp,AL,Coffee
36346,1031,Jack,AL,Coffee
36477,1031,Samson,AL,Coffee
36318,1031,Coffee springs,AL,Coffee
35672,1033,Town creek,AL,Colbert
35646,1033,Leighton,AL,Colbert
35616,1033,Cherokee,AL,Colbert
35661,1033,Muscle shoals,AL,Colbert
35674,1033,Tuscumbia,AL,Colbert
35654,1033,Russellville,AL,Colbert
35660,1033,Sheffield,AL,Colbert
35653,1033,Russellville,AL,Colbert
35582,1033,Red bay,AL,Colbert
36502,1035,Atmore,AL,Conecuh
36474,1035,Red level,AL,Conecuh
36033,1035,Georgiana,AL,Conecuh
36456,1035,Mc kenzie,AL,Conecuh
36473,1035,Range,AL,Conecuh
36330,1035,Enterprise,AL,Conecuh
36471,1035,Peterman,AL,Conecuh
36454,1035,Lenox,AL,Conecuh
36460,1035,Monroeville,AL,Conecuh
36401,1035,Evergreen,AL,Conecuh
36421,1035,Andalusia,AL,Conecuh
36426,1035,Brewton,AL,Conecuh
36432,1035,Castleberry,AL,Conecuh
36475,1035,Repton,AL,Conecuh
36768,1035,Pine apple,AL,Conecuh
35151,1037,Sylacauga,AL,Coosa
35010,1037,Alexander city,AL,Coosa
35183,1037,Weogufka,AL,Coosa
35089,1037,Kellyton,AL,Coosa
36026,1037,Equality,AL,Coosa
35150,1037,Sylacauga,AL,Coosa
35072,1037,Goodwater,AL,Coosa
35136,1037,Rockford,AL,Coosa
35046,1037,Clanton,AL,Coosa
36080,1037,Titus,AL,Coosa
36476,1039,River falls,AL,Covington
36028,1039,Dozier,AL,Covington
36474,1039,Red level,AL,Covington
36453,1039,Kinston,AL,Covington
36456,1039,Mc kenzie,AL,Covington
36038,1039,Gantt,AL,Covington
36442,1039,Florala,AL,Covington
36455,1039,Lockhart,AL,Covington
36420,1039,Andalusia,AL,Covington
36401,1039,Evergreen,AL,Covington
36421,1039,Andalusia,AL,Covington
36467,1039,Opp,AL,Covington
36483,1039,Wing,AL,Covington
36477,1039,Samson,AL,Covington
36323,1041,Elba,AL,Crenshaw
36028,1041,Dozier,AL,Crenshaw
36071,1041,Rutledge,AL,Crenshaw
36042,1041,Honoraville,AL,Crenshaw
36009,1041,Brantley,AL,Crenshaw
36049,1041,Luverne,AL,Crenshaw
36041,1041,Highland home,AL,Crenshaw
36032,1041,Fort deposit,AL,Crenshaw
36034,1041,Glenwood,AL,Crenshaw
36035,1041,Goshen,AL,Crenshaw
36467,1041,Opp,AL,Crenshaw
36037,1041,Greenville,AL,Crenshaw
36036,1041,Grady,AL,Crenshaw
36046,1041,Lapine,AL,Crenshaw
35619,1043,Danville,AL,Cullman
35541,1043,Arley,AL,Cullman
35057,1043,Cullman,AL,Cullman
35033,1043,Bremen,AL,Cullman
35055,1043,Cullman,AL,Cullman
35058,1043,Cullman,AL,Cullman
35077,1043,Hanceville,AL,Cullman
35070,1043,Garden city,AL,Cullman
35087,1043,Joppa,AL,Cullman
35083,1043,Holly pond,AL,Cullman
35098,1043,Logan,AL,Cullman
35976,1043,Guntersville,AL,Cullman
35056,1043,Cullman,AL,Cullman
35053,1043,Crane hill,AL,Cullman
35019,1043,Baileyton,AL,Cullman
35016,1043,Arab,AL,Cullman
35179,1043,Vinemont,AL,Cullman
35540,1043,Addison,AL,Cullman
35621,1043,Eva,AL,Cullman
35622,1043,Falkville,AL,Cullman
35670,1043,Somerville,AL,Cullman
36360,1045,Ozark,AL,Dale
36317,1045,Clopton,AL,Dale
36322,1045,Daleville,AL,Dale
36361,1045,Ozark,AL,Dale
36371,1045,Pinckard,AL,Dale
36311,1045,Ariton,AL,Dale
36362,1045,Fort rucker,AL,Dale
36345,1045,Headland,AL,Dale
36010,1045,Brundidge,AL,Dale
36330,1045,Enterprise,AL,Dale
36352,1045,Newton,AL,Dale
36374,1045,Skipperville,AL,Dale
36303,1045,Dothan,AL,Dale
36353,1045,Newville,AL,Dale
36350,1045,Midland city,AL,Dale
36758,1047,Plantersville,AL,Dallas
36773,1047,Safford,AL,Dallas
36701,1047,Selma,AL,Dallas
36785,1047,Tyler,AL,Dallas
36703,1047,Selma,AL,Dallas
36775,1047,Sardis,AL,Dallas
36761,1047,Minter,AL,Dallas
36749,1047,Jones,AL,Dallas
36767,1047,Orrville,AL,Dallas
36759,1047,Marion junction,AL,Dallas
35968,1049,Fort payne,AL,DeKalb
35984,1049,Mentone,AL,DeKalb
35765,1049,Pisgah,AL,DeKalb
35954,1049,Attalla,AL,DeKalb
35983,1049,Leesburg,AL,DeKalb
35966,1049,Flat rock,AL,DeKalb
35975,1049,Groveoak,AL,DeKalb
35957,1049,Boaz,AL,DeKalb
35959,1049,Cedar bluff,AL,DeKalb
35978,1049,Henagar,AL,DeKalb
35988,1049,Sylvania,AL,DeKalb
35951,1049,Albertville,AL,DeKalb
35961,1049,Collinsville,AL,DeKalb
35967,1049,Fort payne,AL,DeKalb
35956,1049,Boaz,AL,DeKalb
35981,1049,Ider,AL,DeKalb
35974,1049,Geraldine,AL,DeKalb
35979,1049,Higdon,AL,DeKalb
35989,1049,Valley head,AL,DeKalb
35963,1049,Dawson,AL,DeKalb
35962,1049,Crossville,AL,DeKalb
35971,1049,Fyffe,AL,DeKalb
35986,1049,Rainsville,AL,DeKalb
35771,1049,Section,AL,DeKalb
36024,1051,Eclectic,AL,Elmore
35010,1051,Alexander city,AL,Elmore
36078,1051,Tallassee,AL,Elmore
36067,1051,Prattville,AL,Elmore
36092,1051,Wetumpka,AL,Elmore
36093,1051,Wetumpka,AL,Elmore
36026,1051,Equality,AL,Elmore
36054,1051,Millbrook,AL,Elmore
35136,1051,Rockford,AL,Elmore
36025,1051,Elmore,AL,Elmore
36022,1051,Deatsville,AL,Elmore
36066,1051,Prattville,AL,Elmore
36051,1051,Marbury,AL,Elmore
36020,1051,Coosada,AL,Elmore
36080,1051,Titus,AL,Elmore
36502,1053,Atmore,AL,Escambia
36441,1053,Flomaton,AL,Escambia
36420,1053,Andalusia,AL,Escambia
36426,1053,Brewton,AL,Escambia
36432,1053,Castleberry,AL,Escambia
36475,1053,Repton,AL,Escambia
36483,1053,Wing,AL,Escambia
36562,1053,Perdido,AL,Escambia
36543,1053,Huxford,AL,Escambia
36503,1053,Atmore,AL,Escambia
35901,1055,Gadsden,AL,Etowah
35954,1055,Attalla,AL,Etowah
35903,1055,Gadsden,AL,Etowah
35907,1055,Gadsden,AL,Etowah
35905,1055,Gadsden,AL,Etowah
35904,1055,Gadsden,AL,Etowah
35957,1055,Boaz,AL,Etowah
35961,1055,Collinsville,AL,Etowah
35972,1055,Gallant,AL,Etowah
35956,1055,Boaz,AL,Etowah
36272,1055,Piedmont,AL,Etowah
35902,1055,Gadsden,AL,Etowah
35990,1055,Walnut grove,AL,Etowah
35121,1055,Oneonta,AL,Etowah
35952,1055,Altoona,AL,Etowah
35906,1055,Rainbow city,AL,Etowah
36271,1055,Ohatchee,AL,Etowah
35554,1057,Eldridge,AL,Fayette
35594,1057,Winfield,AL,Fayette
35546,1057,Berry,AL,Fayette
35549,1057,Carbon hill,AL,Fayette
35579,1057,Oakman,AL,Fayette
35563,1057,Guin,AL,Fayette
35542,1057,Bankston,AL,Fayette
35545,1057,Belk,AL,Fayette
35574,1057,Kennedy,AL,Fayette
35555,1057,Fayette,AL,Fayette
35559,1057,Glen allen,AL,Fayette
35585,1059,Spruce pine,AL,Franklin
35593,1059,Vina,AL,Franklin
35581,1059,Phil campbell,AL,Franklin
35616,1059,Cherokee,AL,Franklin
35674,1059,Tuscumbia,AL,Franklin
35565,1059,Haleyville,AL,Franklin
35564,1059,Hackleburg,AL,Franklin
35651,1059,Mount hope,AL,Franklin
35654,1059,Russellville,AL,Franklin
35571,1059,Hodges,AL,Franklin
35653,1059,Russellville,AL,Franklin
35582,1059,Red bay,AL,Franklin
36305,1061,Dothan,AL,Geneva
36314,1061,Black,AL,Geneva
36322,1061,Daleville,AL,Geneva
36375,1061,Slocomb,AL,Geneva
36453,1061,Kinston,AL,Geneva
36340,1061,Geneva,AL,Geneva
36344,1061,Hartford,AL,Geneva
36316,1061,Chancellor,AL,Geneva
36442,1061,Florala,AL,Geneva
36352,1061,Newton,AL,Geneva
36301,1061,Dothan,AL,Geneva
36467,1061,Opp,AL,Geneva
36349,1061,Malvern,AL,Geneva
36477,1061,Samson,AL,Geneva
36318,1061,Coffee springs,AL,Geneva
36313,1061,Bellwood,AL,Geneva
35480,1063,Ralph,AL,Greene
35448,1063,Clinton,AL,Greene
35464,1063,Gainesville,AL,Greene
35443,1063,Boligee,AL,Greene
35463,1063,Fosters,AL,Greene
35469,1063,Knoxville,AL,Greene
35491,1063,West greene,AL,Greene
35462,1063,Eutaw,AL,Greene
36740,1063,Forkland,AL,Greene
36744,1065,Greensboro,AL,Hale
36786,1065,Uniontown,AL,Hale
36756,1065,Marion,AL,Hale
36765,1065,Newbern,AL,Hale
35441,1065,Akron,AL,Hale
35474,1065,Moundville,AL,Hale
36742,1065,Gallion,AL,Hale
36776,1065,Sawyerville,AL,Hale
36738,1065,Faunsdale,AL,Hale
36317,1067,Clopton,AL,Henry
36373,1067,Shorterville,AL,Henry
36319,1067,Columbia,AL,Henry
36345,1067,Headland,AL,Henry
36303,1067,Dothan,AL,Henry
36310,1067,Abbeville,AL,Henry
36353,1067,Newville,AL,Henry
36350,1067,Midland city,AL,Henry
36320,1069,Cottonwood,AL,Houston
36305,1069,Dothan,AL,Houston
36312,1069,Ashford,AL,Houston
36375,1069,Slocomb,AL,Houston
36319,1069,Columbia,AL,Houston
36345,1069,Headland,AL,Houston
36376,1069,Webb,AL,Houston
36352,1069,Newton,AL,Houston
36302,1069,Dothan,AL,Houston
36301,1069,Dothan,AL,Houston
36303,1069,Dothan,AL,Houston
36321,1069,Cowarts,AL,Houston
36343,1069,Gordon,AL,Houston
36370,1069,Pansey,AL,Houston
36350,1069,Midland city,AL,Houston
35751,1071,Hollytree,AL,Jackson
35752,1071,Hollywood,AL,Jackson
35765,1071,Pisgah,AL,Jackson
35745,1071,Estillfork,AL,Jackson
35776,1071,Woodville,AL,Jackson
35966,1071,Flat rock,AL,Jackson
35769,1071,Scottsboro,AL,Jackson
35978,1071,Henagar,AL,Jackson
35772,1071,Stevenson,AL,Jackson
35768,1071,Scottsboro,AL,Jackson
35748,1071,Gurley,AL,Jackson
35774,1071,Trenton,AL,Jackson
35958,1071,Bryant,AL,Jackson
35740,1071,Bridgeport,AL,Jackson
35766,1071,Princeton,AL,Jackson
35979,1071,Higdon,AL,Jackson
35744,1071,Dutton,AL,Jackson
35764,1071,Paint rock,AL,Jackson
35971,1071,Fyffe,AL,Jackson
35746,1071,Fackler,AL,Jackson
35755,1071,Langston,AL,Jackson
35771,1071,Section,AL,Jackson
35022,1073,Bessemer,AL,Jefferson
35130,1073,Quinton,AL,Jefferson
35208,1073,Birmingham,AL,Jefferson
35242,1073,Birmingham,AL,Jefferson
35244,1073,Birmingham,AL,Jefferson
35221,1073,Birmingham,AL,Jefferson
35224,1073,Birmingham,AL,Jefferson
35253,1073,Birmingham,AL,Jefferson
35218,1073,Birmingham,AL,Jefferson
35243,1073,Birmingham,AL,Jefferson
35060,1073,Docena,AL,Jefferson
35123,1073,Palmerdale,AL,Jefferson
35181,1073,Watson,AL,Jefferson
35063,1073,Empire,AL,Jefferson
35094,1073,Leeds,AL,Jefferson
35005,1073,Adamsville,AL,Jefferson
35146,1073,Springville,AL,Jefferson
35203,1073,Birmingham,AL,Jefferson
35117,1073,Mount olive,AL,Jefferson
35211,1073,Birmingham,AL,Jefferson
35222,1073,Birmingham,AL,Jefferson
35216,1073,Birmingham,AL,Jefferson
35091,1073,Kimberly,AL,Jefferson
35231,1073,Birmingham,AL,Jefferson
35021,1073,Bessemer,AL,Jefferson
35036,1073,Brookside,AL,Jefferson
35294,1073,Birmingham,AL,Jefferson
35254,1073,Birmingham,AL,Jefferson
35293,1073,Birmingham,AL,Jefferson
35061,1073,Dolomite,AL,Jefferson
35064,1073,Fairfield,AL,Jefferson
35126,1073,Pinson,AL,Jefferson
35127,1073,Pleasant grove,AL,Jefferson
35206,1073,Birmingham,AL,Jefferson
35210,1073,Birmingham,AL,Jefferson
35202,1073,Birmingham,AL,Jefferson
35214,1073,Birmingham,AL,Jefferson
35215,1073,Birmingham,AL,Jefferson
35233,1073,Birmingham,AL,Jefferson
35444,1073,Brookwood,AL,Jefferson
35236,1073,Birmingham,AL,Jefferson
35023,1073,Bessemer,AL,Jefferson
35073,1073,Graysville,AL,Jefferson
35004,1073,Moody,AL,Jefferson
35172,1073,Trafford,AL,Jefferson
35111,1073,Mc calla,AL,Jefferson
35118,1073,Mulga,AL,Jefferson
35048,1073,Clay,AL,Jefferson
35220,1073,Birmingham,AL,Jefferson
35219,1073,Birmingham,AL,Jefferson
35139,1073,Sayre,AL,Jefferson
35068,1073,Fultondale,AL,Jefferson
35006,1073,Adger,AL,Jefferson
35173,1073,Trussville,AL,Jefferson
35205,1073,Birmingham,AL,Jefferson
35209,1073,Birmingham,AL,Jefferson
35235,1073,Birmingham,AL,Jefferson
35234,1073,Birmingham,AL,Jefferson
35260,1073,Birmingham,AL,Jefferson
35261,1073,Birmingham,AL,Jefferson
35295,1073,Birmingham,AL,Jefferson
35020,1073,Bessemer,AL,Jefferson
35133,1073,Remlap,AL,Jefferson
35116,1073,Morris,AL,Jefferson
35255,1073,Birmingham,AL,Jefferson
35223,1073,Birmingham,AL,Jefferson
35217,1073,Birmingham,AL,Jefferson
35285,1073,Birmingham,AL,Jefferson
35270,1073,Birmingham,AL,Jefferson
35142,1073,Shannon,AL,Jefferson
35249,1073,Birmingham,AL,Jefferson
35080,1073,Helena,AL,Jefferson
35071,1073,Gardendale,AL,Jefferson
35148,1073,Sumiton,AL,Jefferson
35213,1073,Birmingham,AL,Jefferson
35212,1073,Birmingham,AL,Jefferson
35228,1073,Birmingham,AL,Jefferson
35259,1073,Birmingham,AL,Jefferson
35119,1073,New castle,AL,Jefferson
35062,1073,Dora,AL,Jefferson
35079,1073,Hayden,AL,Jefferson
35204,1073,Birmingham,AL,Jefferson
35207,1073,Birmingham,AL,Jefferson
35201,1073,Birmingham,AL,Jefferson
35180,1073,Warrior,AL,Jefferson
35226,1073,Birmingham,AL,Jefferson
35266,1073,Birmingham,AL,Jefferson
35015,1073,Alton,AL,Jefferson
35232,1073,Birmingham,AL,Jefferson
35229,1073,Birmingham,AL,Jefferson
35576,1075,Millport,AL,Lamar
35586,1075,Sulligent,AL,Lamar
35592,1075,Vernon,AL,Lamar
35563,1075,Guin,AL,Lamar
35570,1075,Hamilton,AL,Lamar
35544,1075,Beaverton,AL,Lamar
35574,1075,Kennedy,AL,Lamar
35555,1075,Fayette,AL,Lamar
35552,1075,Detroit,AL,Lamar
35614,1077,Athens,AL,Lauderdale
35677,1077,Waterloo,AL,Lauderdale
35630,1077,Florence,AL,Lauderdale
35634,1077,Florence,AL,Lauderdale
35633,1077,Florence,AL,Lauderdale
35648,1077,Lexington,AL,Lauderdale
35631,1077,Florence,AL,Lauderdale
35610,1077,Anderson,AL,Lauderdale
35645,1077,Killen,AL,Lauderdale
35632,1077,Florence,AL,Lauderdale
35652,1077,Rogersville,AL,Lauderdale
35617,1077,Cloverdale,AL,Lauderdale
35619,1079,Danville,AL,Lawrence
35672,1079,Town creek,AL,Lawrence
35650,1079,Moulton,AL,Lawrence
35618,1079,Courtland,AL,Lawrence
35673,1079,Trinity,AL,Lawrence
35651,1079,Mount hope,AL,Lawrence
35603,1079,Decatur,AL,Lawrence
35654,1079,Russellville,AL,Lawrence
35540,1079,Addison,AL,Lawrence
35643,1079,Hillsboro,AL,Lawrence
36874,1081,Salem,AL,Lee
36877,1081,Smiths station,AL,Lee
36849,1081,Auburn university,AL,Lee
36804,1081,Opelika,AL,Lee
36832,1081,Auburn,AL,Lee
36854,1081,Valley,AL,Lee
36850,1081,Camp hill,AL,Lee
36879,1081,Waverly,AL,Lee
36866,1081,Notasulga,AL,Lee
36852,1081,Cusseta,AL,Lee
36867,1081,Phenix city,AL,Lee
36830,1081,Auburn,AL,Lee
36801,1081,Opelika,AL,Lee
36870,1081,Phenix city,AL,Lee
36803,1081,Opelika,AL,Lee
36831,1081,Auburn,AL,Lee
36865,1081,Loachapoka,AL,Lee
35614,1083,Athens,AL,Limestone
35749,1083,Harvest,AL,Limestone
35620,1083,Elkmont,AL,Limestone
35773,1083,Toney,AL,Limestone
35612,1083,Athens,AL,Limestone
35739,1083,Ardmore,AL,Limestone
35615,1083,Belle mina,AL,Limestone
35649,1083,Mooresville,AL,Limestone
35756,1083,Madison,AL,Limestone
35757,1083,Madison,AL,Limestone
35647,1083,Lester,AL,Limestone
35613,1083,Athens,AL,Limestone
35671,1083,Tanner,AL,Limestone
35742,1083,Capshaw,AL,Limestone
35610,1083,Anderson,AL,Limestone
35611,1083,Athens,AL,Limestone
35652,1083,Rogersville,AL,Limestone
36043,1085,Hope hull,AL,Lowndes
36752,1085,Lowndesboro,AL,Lowndes
36047,1085,Letohatchee,AL,Lowndes
36701,1085,Selma,AL,Lowndes
36040,1085,Hayneville,AL,Lowndes
36785,1085,Tyler,AL,Lowndes
36041,1085,Highland home,AL,Lowndes
36032,1085,Fort deposit,AL,Lowndes
36775,1085,Sardis,AL,Lowndes
36761,1085,Minter,AL,Lowndes
36039,1087,Hardaway,AL,Macon
36029,1087,Fitzpatrick,AL,Macon
36089,1087,Union springs,AL,Macon
36078,1087,Tallassee,AL,Macon
36013,1087,Cecil,AL,Macon
36804,1087,Opelika,AL,Macon
36860,1087,Hurtsboro,AL,Macon
36087,1087,Tuskegee institute,AL,Macon
36832,1087,Auburn,AL,Macon
36075,1087,Shorter,AL,Macon
36088,1087,Tuskegee institute,AL,Macon
36879,1087,Waverly,AL,Macon
36866,1087,Notasulga,AL,Macon
36083,1087,Tuskegee,AL,Macon
36830,1087,Auburn,AL,Macon
35803,1089,Huntsville,AL,Madison
35749,1089,Harvest,AL,Madison
35760,1089,New hope,AL,Madison
35897,1089,Huntsville,AL,Madison
35810,1089,Huntsville,AL,Madison
35808,1089,Huntsville,AL,Madison
35776,1089,Woodville,AL,Madison
35816,1089,Huntsville,AL,Madison
35801,1089,Huntsville,AL,Madison
35773,1089,Toney,AL,Madison
35894,1089,Huntsville,AL,Madison
35811,1089,Huntsville,AL,Madison
35741,1089,Brownsboro,AL,Madison
35739,1089,Ardmore,AL,Madison
35763,1089,Owens cross roads,AL,Madison
35812,1089,Huntsville,AL,Madison
35895,1089,Huntsville,AL,Madison
35805,1089,Huntsville,AL,Madison
35802,1089,Huntsville,AL,Madison
35824,1089,Huntsville,AL,Madison
35750,1089,Hazel green,AL,Madison
35756,1089,Madison,AL,Madison
35757,1089,Madison,AL,Madison
35761,1089,New market,AL,Madison
35748,1089,Gurley,AL,Madison
35762,1089,Normal,AL,Madison
35814,1089,Huntsville,AL,Madison
35899,1089,Huntsville,AL,Madison
35767,1089,Ryland,AL,Madison
35893,1089,Huntsville,AL,Madison
35815,1089,Huntsville,AL,Madison
35804,1089,Huntsville,AL,Madison
35807,1089,Huntsville,AL,Madison
35759,1089,Meridianville,AL,Madison
35896,1089,Huntsville,AL,Madison
35898,1089,Huntsville,AL,Madison
35809,1089,Huntsville,AL,Madison
35806,1089,Huntsville,AL,Madison
35758,1089,Madison,AL,Madison
35813,1089,Huntsville,AL,Madison
36722,1091,Arlington,AL,Marengo
36748,1091,Linden,AL,Marengo
36745,1091,Jefferson,AL,Marengo
36786,1091,Uniontown,AL,Marengo
36736,1091,Dixons mills,AL,Marengo
36751,1091,Lower peach tree,AL,Marengo
36773,1091,Safford,AL,Marengo
36783,1091,Thomaston,AL,Marengo
